label,n,sharpe,sortino,profit_factor,net_pnl_usd,reject_for_long_bias
S1a original,186,-3.763636939636353,-15.382931744653103,0.5375576763247623,-80.67999999999995,False
S1a reversed,186,-4.915632082305265,-4.185723197553561,0.2543452865588135,-105.32000000000005,False
S1b original,186,-3.827863676341667,-15.514342223665658,0.5336027283409301,-81.36999999999921,False
S1b reversed,186,-4.924411816909062,-4.201359579145148,0.25559389562804186,-104.63000000000079,False
