candidate,cost_per_trade,n,sharpe,max_dd,profit_factor,net_pnl_usd
S1a,0.0,186,0.576297170303424,0.0014148856155127873,1.1251206012288646,12.32000000000005
S1a,0.5,186,-3.763636939636353,0.008958257756777848,0.5375576763247623,-80.67999999999995
S1a,1.0,186,-8.104760843895063,0.017511530874146686,0.3070677651658697,-173.67999999999995
S1b,0.0,186,0.548627154895612,0.001414830500009894,1.1181130350886193,11.630000000000791
S1b,0.5,186,-3.827863676341667,0.009065835232041965,0.5336027283409301,-81.36999999999921
S1b,1.0,186,-8.206123131549486,0.0176188286108498,0.3043148676414856,-174.3699999999992
